200822322 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822323 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822324 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822325 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822326 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822327 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822328 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822329 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822330 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822331 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822332 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822333 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822334 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822335 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822336 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822337 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822338 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822339 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822340 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822341 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822342 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822343 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822344 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822345 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822346 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822347 0009FD98: 3028  MOVE.W 10(A0), D0              D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
200822348 0009FD9C: 6EFA  BGT 9FD98                      D=00000001 FFFF0220 00000016 00000001 A223E2C5 DB6D0003 6DB6069E B6DB6D00 A=007D9E68 00007ECC 0004640E 00006AB4 007BA6B0 007E05D8 007D9ED4 007D9D8C
